student_id,cgpa_cumulative,backlogs_count,backlogs_age_max_weeks,branch,entrance_percentile,admission_category,social_category,home_state,schooling_medium,hosteller_flag,mean_attendance_pct,min_attendance_pct,attendance_debarment_threshold,attendance_condonation_band_low,attendance_condonation_band_high,consecutive_absence_streak_max,attendance_trend,timing_of_decline,classes_total_in_sem,classes_conducted_so_far,classes_remaining_in_sem,max_possible_attendance_pct,attendance_debarment_mathematically_certain,avg_pace_score,avg_clarity_score,avg_doubt_resolution_score,avg_teaching_style_fit_score,diagnostic_content_score,diagnostic_delivery_sensitive_score,avg_session_engagement_exposure,vtop_login_freq_per_week,submission_timing_relative,footfall_library_freq_per_week,hostel_curfew_violations,fee_payment_status,scholarship_category,education_loan_status,family_income_bracket,first_gen_college_goer,latent_risk_score,true_dominant_cluster,risk_level,risk_level_label,mentor_flag_category
S00344,7.7,0,0,SBST-BIOTECH,67.4,Management Quota,General,Uttar Pradesh,CBSE,Hosteller,85.8,74.8,65.0,65.0,75.0,2,declining,early,50,5,45,98.0,0,1.0,4.29,,4.13,0.816,1.0,0.495,10.57,-0.2,3.12,0.0,On Installment (On-Time),Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0208,financial,0,No Risk,none
S00345,9.34,0,0,SCE-CIVIL,91.3,Government Quota,SC,Kerala,CBSE,DayScholar,96.0,94.1,65.0,65.0,75.0,11,stable,none,50,27,23,98.0,0,-0.88,2.67,,5.0,1.0,1.0,0.806,11.67,0.23,4.08,,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.0562,attendance,0,No Risk,none
S00346,5.86,1,1,SCOPE-CSE,65.3,Government Quota,OBC,Kerala,CBSE,Hosteller,63.8,53.6,65.0,65.0,75.0,9,stable,none,50,6,44,96.0,0,0.17,4.26,3.8,2.41,0.969,1.0,0.363,11.2,-0.51,3.02,3.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.4979,financial,3,Withdrawal / Discontinuation Risk,financial
S00347,9.4,0,0,SCE-CIVIL,92.9,Government Quota,General,West Bengal,State Board,Hosteller,91.7,91.7,65.0,65.0,75.0,4,stable,none,50,39,11,94.0,0,-0.54,2.88,2.75,2.32,1.0,1.0,0.462,9.11,1.76,1.04,1.0,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.0905,financial,0,No Risk,none
S00348,7.5,1,14,SENSE-ECE,76.2,Government Quota,General,Maharashtra,CBSE,Hosteller,70.0,67.5,65.0,65.0,75.0,6,recovering,none,50,41,9,76.0,0,0.67,3.37,,4.12,0.772,0.833,0.632,7.03,-2.97,0.89,3.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1667,behavioural,0,No Risk,none
S00349,7.7,0,0,SCOPE-CSE,75.6,Management Quota,General,Bihar,CBSE,Hosteller,75.3,74.3,65.0,65.0,75.0,3,stable,none,50,32,18,84.0,0,-0.24,4.57,3.04,4.21,1.0,1.0,0.436,9.85,-0.05,3.29,0.0,Fee Due >30 Days,No Scholarship,No Loan,<2.5 LPA,Yes,0.0745,financial,0,No Risk,none
S00350,7.22,0,0,SBST-BIOTECH,66.6,Government Quota,EWS,West Bengal,State Board,Hosteller,71.2,70.8,65.0,65.0,75.0,1,declining,late,50,27,23,84.0,0,-0.48,5.0,4.06,3.92,0.485,0.502,0.333,11.69,-0.47,2.83,1.0,Fully Paid,No Scholarship,No Loan,>8 LPA,No,0.0719,visual_engagement,0,No Risk,none
S00351,6.09,2,2,SBST-BIOTECH,56.8,Management Quota,SC,Tamil Nadu,International,Hosteller,73.2,72.1,65.0,65.0,75.0,1,declining,early,50,47,3,74.0,0,0.6,4.59,3.57,4.97,0.727,0.821,0.474,3.54,0.19,0.0,0.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.2336,financial,1,Backlog / Academic-Probation Risk,financial
S00352,7.77,0,0,SBST-BIOTECH,73.7,Government Quota,SC,Delhi-NCR,ICSE,Hosteller,68.1,46.1,65.0,65.0,75.0,8,stable,none,50,28,22,82.0,0,-0.63,3.41,4.46,2.79,0.691,0.627,0.245,11.59,-0.24,3.11,3.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1003,visual_engagement,0,No Risk,none
S00353,5.61,0,0,SCOPE-CSE,66.2,Management Quota,General,Delhi-NCR,International,Hosteller,76.3,52.6,65.0,65.0,75.0,10,stable,none,50,34,16,84.0,0,-0.24,3.75,3.53,1.88,0.661,0.699,0.77,8.84,0.22,8.66,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00354,8.49,0,0,SCOPE-CSE,95.1,Government Quota,General,Kerala,CBSE,Hosteller,53.6,49.2,65.0,65.0,75.0,13,stable,none,50,21,29,80.0,0,-1.0,3.69,2.99,3.56,1.0,0.953,0.411,12.84,-0.53,0.78,3.0,Fully Paid,Category-Based,No Loan,2.5-8 LPA,No,0.0961,attendance,0,No Risk,none
S00355,7.77,1,7,SMEC-MECH,76.8,Government Quota,SC,Tamil Nadu,State Board,Hosteller,81.0,47.0,65.0,65.0,75.0,6,stable,none,50,35,15,86.0,0,1.0,4.37,1.61,1.98,0.729,0.802,0.486,4.57,1.05,7.31,2.0,On Installment (On-Time),Merit-Based,No Loan,2.5-8 LPA,No,0.1206,pedagogy,0,No Risk,none
S00356,6.53,1,1,SCOPE-CSE,62.3,Management Quota,OBC,Bihar,CBSE,Hosteller,76.8,76.3,65.0,65.0,75.0,0,stable,none,50,33,17,84.0,0,-0.21,1.91,1.03,3.05,0.689,0.644,0.419,9.24,-0.88,3.02,2.0,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.0444,pedagogy,0,No Risk,none
S00357,7.17,1,9,SMEC-MECH,60.4,Management Quota,OBC,Andhra Pradesh,CBSE,Hosteller,96.7,90.9,65.0,65.0,75.0,0,stable,none,50,6,44,100.0,0,0.05,3.49,3.3,2.75,0.806,0.748,0.731,10.74,-0.29,4.13,3.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1087,financial,0,No Risk,none
S00358,8.59,0,0,SBST-BIOTECH,84.7,Government Quota,General,West Bengal,ICSE,DayScholar,80.7,69.1,65.0,65.0,75.0,13,stable,none,50,25,25,90.0,0,-1.0,4.42,1.91,3.5,0.799,0.844,0.543,6.12,-1.21,2.4,,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.0992,financial,0,No Risk,none
S00359,7.51,1,21,SCOPE-CSE,87.6,Government Quota,SC,Karnataka,ICSE,Hosteller,89.6,85.9,65.0,65.0,75.0,0,stable,none,50,33,17,94.0,0,-0.17,1.0,3.16,3.76,0.482,0.377,0.461,10.2,-0.12,4.49,2.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.1149,pedagogy,0,No Risk,none
S00360,8.48,0,0,SMEC-MECH,82.3,Government Quota,General,Maharashtra,CBSE,Hosteller,73.2,65.2,65.0,65.0,75.0,4,declining,late,50,16,34,92.0,0,-0.14,4.0,3.47,2.12,0.864,1.0,0.63,1.08,-0.04,4.86,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1584,financial,0,No Risk,none
S00361,5.67,4,2,SMEC-MECH,51.8,Government Quota,OBC,Uttar Pradesh,ICSE,DayScholar,91.5,81.8,65.0,65.0,75.0,0,recovering,none,50,13,37,98.0,0,-0.37,3.27,2.87,2.13,0.326,0.36,0.624,6.34,-0.17,3.78,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0999,diagnostic,0,No Risk,none
S00362,6.45,1,1,SBST-BIOTECH,55.3,Government Quota,General,Delhi-NCR,State Board,Hosteller,63.9,45.1,65.0,65.0,75.0,5,stable,none,50,45,5,68.0,0,-1.0,3.16,3.62,3.8,0.678,0.726,0.402,8.68,-0.02,6.49,1.0,Fully Paid,Merit-Based,No Loan,2.5-8 LPA,Yes,0.0095,attendance,0,No Risk,none
S00363,8.06,0,0,SENSE-ECE,76.6,Management Quota,General,Tamil Nadu,ICSE,Hosteller,63.2,52.6,65.0,65.0,75.0,11,declining,early,50,6,44,96.0,0,-0.32,2.94,,3.27,0.734,0.545,0.485,9.27,-0.83,0.74,5.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.1231,behavioural,0,No Risk,none
S00364,6.0,0,0,SCE-CIVIL,50.1,Management Quota,General,Bihar,State Board,Hosteller,91.0,85.8,65.0,65.0,75.0,1,stable,none,50,6,44,98.0,0,1.0,4.12,2.18,3.89,0.408,0.595,0.661,7.53,0.7,7.48,1.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0,diagnostic,0,No Risk,none
S00365,8.28,0,0,SENSE-ECE,70.8,Government Quota,General,Andhra Pradesh,CBSE,Hosteller,68.1,47.1,65.0,65.0,75.0,5,declining,late,50,27,23,82.0,0,-0.42,2.44,4.47,3.53,0.736,0.696,0.135,9.58,-0.5,1.13,2.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.1231,visual_engagement,0,No Risk,none
S00366,7.51,0,0,SCE-CIVIL,83.0,Government Quota,OBC,Uttar Pradesh,International,Hosteller,91.4,76.6,65.0,65.0,75.0,12,stable,none,50,28,22,96.0,0,0.66,3.85,3.22,2.85,0.803,1.0,0.569,11.6,-0.08,3.05,2.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0,attendance,0,No Risk,none
S00367,7.94,0,0,SENSE-ECE,94.1,Government Quota,General,Andhra Pradesh,CBSE,Hosteller,84.0,81.9,65.0,65.0,75.0,2,stable,none,50,22,28,92.0,0,-0.58,1.14,5.0,2.74,0.913,0.94,0.539,10.36,-1.82,1.57,1.0,On Installment (On-Time),Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.2438,pedagogy,1,Backlog / Academic-Probation Risk,pedagogical
S00368,6.55,2,16,SBST-BIOTECH,56.6,Management Quota,General,Tamil Nadu,CBSE,Hosteller,73.8,61.4,65.0,65.0,75.0,11,stable,none,50,13,37,94.0,0,0.01,4.15,2.39,3.77,0.944,1.0,0.546,11.08,0.21,3.37,2.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1558,financial,0,No Risk,none
S00369,4.68,1,14,SENSE-ECE,53.7,Government Quota,OBC,Uttar Pradesh,CBSE,Hosteller,81.7,73.9,65.0,65.0,75.0,4,stable,none,50,19,31,94.0,0,0.4,3.16,3.56,1.0,0.565,0.588,0.585,5.64,-0.42,0.82,0.0,Fully Paid,Institutional Need-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.2,pedagogy,1,Backlog / Academic-Probation Risk,pedagogical
S00370,8.83,0,0,SMEC-MECH,85.8,Government Quota,EWS,Andhra Pradesh,CBSE,Hosteller,87.2,86.4,65.0,65.0,75.0,3,stable,none,50,29,21,92.0,0,-1.0,4.21,3.0,1.63,0.748,0.659,0.52,8.82,-0.01,5.48,2.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0879,pedagogy,0,No Risk,none
S00371,8.0,0,0,SCOPE-CSE,92.8,Government Quota,ST,Tamil Nadu,State Board,Hosteller,79.5,65.2,65.0,65.0,75.0,8,stable,none,50,27,23,88.0,0,-0.53,3.68,2.13,3.73,0.98,0.991,0.391,9.47,0.75,0.55,0.0,Fully Paid,Sports-Cultural Quota,Active Loan (No Stress Flagged),>8 LPA,Yes,0.1884,financial,1,Backlog / Academic-Probation Risk,financial
S00372,6.62,3,28,SENSE-ECE,53.9,Management Quota,General,Kerala,CBSE,DayScholar,71.8,48.3,65.0,65.0,75.0,5,stable,none,50,19,31,90.0,0,0.51,3.46,2.9,2.61,0.706,0.998,0.484,8.22,-0.36,0.31,,On Installment (On-Time),Merit-Based,No Loan,<2.5 LPA,Yes,0.0792,academic,0,No Risk,none
S00373,6.58,1,1,SENSE-ECE,72.3,Government Quota,General,Bihar,State Board,Hosteller,75.3,75.1,65.0,65.0,75.0,5,stable,none,50,26,24,88.0,0,1.0,2.83,3.59,2.81,0.682,0.628,0.41,4.52,-0.12,4.8,2.0,On Installment (On-Time),Merit-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1213,financial,0,No Risk,none
S00374,9.42,1,10,SENSE-ECE,99.9,Management Quota,OBC,Maharashtra,State Board,Hosteller,58.8,32.2,65.0,65.0,75.0,5,declining,early,50,28,22,76.0,0,-0.09,3.26,3.8,4.46,1.0,1.0,0.494,9.78,0.98,3.86,0.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.0,financial,0,No Risk,none
S00375,8.76,1,6,SMEC-MECH,99.9,Government Quota,SC,Delhi-NCR,State Board,Hosteller,87.8,79.3,65.0,65.0,75.0,1,stable,none,50,45,5,90.0,0,0.08,3.93,2.83,4.25,1.0,1.0,0.435,8.61,-1.54,3.15,0.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1377,behavioural,0,No Risk,none
S00376,8.7,0,0,SENSE-ECE,98.7,Management Quota,General,Kerala,State Board,Hosteller,85.5,61.3,65.0,65.0,75.0,17,stable,none,50,19,31,94.0,0,1.0,3.18,4.87,2.31,0.846,0.641,0.534,7.55,-0.32,8.85,0.0,On Installment (On-Time),Category-Based,No Loan,>8 LPA,No,0.0,attendance,0,No Risk,none
S00377,6.71,1,2,SBST-BIOTECH,59.5,Government Quota,EWS,Other,CBSE,DayScholar,69.7,51.7,65.0,65.0,75.0,6,recovering,none,50,13,37,92.0,0,1.0,1.81,3.4,3.95,0.871,0.897,0.309,11.3,1.77,1.23,,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.0657,pedagogy,0,No Risk,none
S00378,6.4,2,6,SCE-CIVIL,71.1,Government Quota,ST,Delhi-NCR,CBSE,Hosteller,62.3,52.8,65.0,65.0,75.0,7,stable,none,50,16,34,88.0,0,0.54,2.52,,3.15,0.865,0.857,0.29,13.63,-0.39,7.47,1.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1439,visual_engagement,0,No Risk,none
S00379,7.8,0,0,SENSE-ECE,66.3,Management Quota,General,West Bengal,CBSE,DayScholar,85.0,70.2,65.0,65.0,75.0,0,stable,none,50,23,27,94.0,0,-0.16,4.42,,3.42,0.765,0.736,0.396,8.26,0.03,1.49,,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0842,financial,0,No Risk,none
S00380,7.06,2,1,SCE-CIVIL,78.7,Management Quota,General,Kerala,CBSE,Hosteller,72.6,69.9,65.0,65.0,75.0,6,declining,late,50,8,42,96.0,0,-1.0,2.37,4.06,3.47,0.986,1.0,0.422,8.95,-0.68,2.43,1.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0561,behavioural,0,No Risk,none
S00381,7.12,1,1,SCOPE-CSE,51.5,Management Quota,General,Tamil Nadu,State Board,Hosteller,71.0,57.6,65.0,65.0,75.0,8,stable,none,50,18,32,90.0,0,-0.49,4.91,,4.12,0.719,0.839,0.322,8.44,-0.11,1.96,0.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.2487,financial,2,Attendance-Debarment Risk,financial
S00382,8.42,0,0,SENSE-ECE,97.1,Government Quota,OBC,Tamil Nadu,CBSE,Hosteller,80.9,66.5,65.0,65.0,75.0,5,stable,none,50,34,16,88.0,0,1.0,3.42,2.7,2.95,0.724,0.792,0.497,11.31,0.24,2.15,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0,financial,0,No Risk,none
S00383,8.03,0,0,SMEC-MECH,66.2,Management Quota,OBC,Kerala,CBSE,Hosteller,84.8,80.3,65.0,65.0,75.0,1,recovering,none,50,45,5,86.0,0,-0.91,1.94,4.2,2.02,0.844,0.869,0.328,9.19,1.55,4.1,0.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1374,pedagogy,0,No Risk,none
S00384,6.81,1,10,SBST-BIOTECH,66.5,Government Quota,SC,Andhra Pradesh,CBSE,Hosteller,81.9,68.8,65.0,65.0,75.0,8,stable,none,50,43,7,84.0,0,0.41,3.9,4.09,2.96,0.585,0.625,0.428,6.34,-2.23,0.0,1.0,Fully Paid,Category-Based,No Loan,2.5-8 LPA,Yes,0.1775,behavioural,0,No Risk,none
S00385,6.83,1,6,SCE-CIVIL,79.1,Government Quota,General,Uttar Pradesh,State Board,Hosteller,78.6,77.6,65.0,65.0,75.0,11,stable,none,50,20,30,92.0,0,1.0,5.0,3.0,2.8,0.683,0.728,0.475,10.74,-0.51,2.62,3.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0627,financial,0,No Risk,none
S00386,6.37,3,12,SCOPE-CSE,59.5,Government Quota,OBC,Bihar,State Board,DayScholar,61.9,56.3,65.0,65.0,75.0,5,stable,none,50,37,13,72.0,0,-1.0,4.69,1.87,2.77,0.633,0.598,0.078,8.02,0.87,4.18,,On Installment (On-Time),Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.1064,visual_engagement,0,No Risk,none
S00387,5.71,0,0,SMEC-MECH,29.7,Government Quota,OBC,Kerala,ICSE,Hosteller,86.4,84.0,65.0,65.0,75.0,4,stable,none,50,27,23,92.0,0,-0.12,4.19,2.79,3.71,0.34,0.422,0.474,12.57,0.45,3.83,1.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1361,diagnostic,0,No Risk,none
S00388,6.45,4,2,SCOPE-CSE,69.7,Government Quota,General,West Bengal,State Board,Hosteller,67.5,40.3,65.0,65.0,75.0,7,recovering,none,50,43,7,72.0,0,0.92,4.12,,2.79,0.614,0.65,0.441,10.38,0.43,4.75,2.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0051,academic,0,No Risk,none
S00389,6.93,1,1,SMEC-MECH,82.1,Government Quota,General,Bihar,CBSE,Hosteller,100.0,80.3,65.0,65.0,75.0,0,recovering,none,50,35,15,100.0,0,-0.79,4.65,1.8,4.25,0.63,0.778,0.812,10.32,2.3,0.0,3.0,Fully Paid,Category-Based,No Loan,2.5-8 LPA,Yes,0.0036,behavioural,0,No Risk,none
S00390,8.02,1,3,SMEC-MECH,73.3,Government Quota,General,Tamil Nadu,CBSE,Hosteller,75.4,75.3,65.0,65.0,75.0,3,recovering,none,50,44,6,78.0,0,-0.39,2.71,5.0,3.34,0.63,0.707,0.397,10.35,-0.71,5.56,3.0,Fully Paid,Sports-Cultural Quota,No Loan,>8 LPA,Yes,0.0788,behavioural,0,No Risk,none
S00391,7.78,0,0,SCE-CIVIL,99.9,Government Quota,General,Kerala,State Board,Hosteller,87.2,74.0,65.0,65.0,75.0,1,stable,none,50,39,11,90.0,0,1.0,4.04,2.04,2.83,0.772,0.842,0.315,9.34,-0.07,4.1,2.0,Fully Paid,No Scholarship,No Loan,>8 LPA,No,0.0823,visual_engagement,0,No Risk,none
S00392,9.48,0,0,SCE-CIVIL,94.4,Government Quota,General,Bihar,State Board,Hosteller,76.4,76.2,65.0,65.0,75.0,3,stable,none,50,22,28,90.0,0,-0.29,2.44,3.36,4.02,1.0,0.981,0.595,8.88,-1.54,3.95,0.0,Fully Paid,Category-Based,No Loan,2.5-8 LPA,No,0.0279,behavioural,0,No Risk,none
S00393,7.52,0,0,SENSE-ECE,61.0,Management Quota,General,Bihar,CBSE,DayScholar,71.2,70.1,65.0,65.0,75.0,1,stable,none,50,24,26,86.0,0,-0.39,3.58,,2.69,0.838,0.845,0.437,10.25,-0.89,2.48,,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.0,behavioural,0,No Risk,none
S00394,8.19,0,0,SENSE-ECE,99.9,Government Quota,General,Bihar,ICSE,Hosteller,71.5,68.0,65.0,65.0,75.0,4,stable,none,50,11,39,94.0,0,0.53,3.16,,2.13,0.994,1.0,0.409,7.92,-1.33,0.0,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1245,financial,0,No Risk,none
S00395,9.43,0,0,SCE-CIVIL,90.5,Management Quota,OBC,Kerala,State Board,Hosteller,82.5,73.0,65.0,65.0,75.0,0,stable,none,50,43,7,84.0,0,-0.08,3.19,4.92,4.15,0.891,1.0,0.449,4.49,0.91,0.44,0.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.0878,financial,0,No Risk,none
S00396,7.39,1,1,SCE-CIVIL,52.4,Management Quota,General,Karnataka,CBSE,Hosteller,72.4,70.1,65.0,65.0,75.0,2,stable,none,50,8,42,96.0,0,-0.54,3.97,2.14,4.15,0.606,0.785,0.488,6.1,-0.63,1.91,1.0,On Installment (On-Time),Institutional Need-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0568,financial,0,No Risk,none
S00397,9.7,0,0,SCE-CIVIL,77.8,Management Quota,General,Delhi-NCR,CBSE,Hosteller,73.5,72.0,65.0,65.0,75.0,0,stable,none,50,5,45,98.0,0,0.55,3.59,3.71,4.23,0.656,0.562,0.391,13.24,1.78,2.67,2.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1033,financial,0,No Risk,none
S00398,8.01,0,0,SCE-CIVIL,86.6,Management Quota,General,Maharashtra,State Board,Hosteller,82.1,76.1,65.0,65.0,75.0,0,stable,none,50,36,14,88.0,0,-0.27,3.19,3.54,4.44,0.784,0.606,0.602,8.03,-0.44,0.89,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1087,financial,0,No Risk,none
S00399,6.48,2,8,SCE-CIVIL,64.6,Management Quota,OBC,Delhi-NCR,ICSE,Hosteller,87.4,80.7,65.0,65.0,75.0,5,stable,none,50,8,42,98.0,0,-0.97,3.69,5.0,1.7,0.673,0.724,0.451,9.29,0.67,3.19,1.0,On Installment (Overdue),No Scholarship,No Loan,<2.5 LPA,Yes,0.206,financial,1,Backlog / Academic-Probation Risk,financial
S00400,7.93,0,0,SBST-BIOTECH,91.0,Government Quota,General,Tamil Nadu,State Board,Hosteller,86.6,84.5,65.0,65.0,75.0,0,stable,none,50,47,3,88.0,0,-0.12,4.02,2.93,3.44,0.633,0.461,0.594,4.03,-1.09,0.0,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0721,behavioural,0,No Risk,none
S00401,8.17,0,0,SCE-CIVIL,89.5,Management Quota,OBC,Other,CBSE,Hosteller,100.0,97.0,65.0,65.0,75.0,10,recovering,none,50,24,26,100.0,0,0.7,4.31,2.83,3.1,1.0,1.0,0.434,11.36,-0.68,4.8,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1089,financial,0,No Risk,none
S00402,10.0,1,10,SMEC-MECH,92.2,Government Quota,General,Delhi-NCR,State Board,Hosteller,75.7,59.0,65.0,65.0,75.0,6,declining,late,50,41,9,80.0,0,1.0,4.59,3.56,3.36,1.0,1.0,0.473,8.97,-1.56,3.25,0.0,Fee Due >30 Days,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0956,financial,0,No Risk,none
S00403,6.81,0,0,SMEC-MECH,66.1,Management Quota,EWS,Andhra Pradesh,State Board,DayScholar,94.7,79.7,65.0,65.0,75.0,1,recovering,none,50,26,24,98.0,0,0.44,3.69,,1.37,0.76,0.757,0.74,11.45,-0.45,5.05,,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.0,pedagogy,0,No Risk,none
S00404,7.69,1,14,SCOPE-CSE,85.9,Government Quota,OBC,Delhi-NCR,CBSE,Hosteller,88.2,85.3,65.0,65.0,75.0,3,stable,none,50,42,8,90.0,0,1.0,3.04,3.21,5.0,0.849,0.8,0.622,12.41,-0.19,8.25,2.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),>8 LPA,Yes,0.1949,financial,1,Backlog / Academic-Probation Risk,financial
S00405,6.55,3,1,SBST-BIOTECH,50.5,Management Quota,General,Karnataka,CBSE,Hosteller,98.4,96.7,65.0,65.0,75.0,2,stable,none,50,47,3,98.0,0,-0.19,2.93,3.71,3.32,0.637,0.74,0.721,8.62,0.45,6.67,1.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0039,academic,0,No Risk,none
S00406,7.17,0,0,SENSE-ECE,61.3,Government Quota,EWS,Uttar Pradesh,State Board,DayScholar,80.6,78.5,65.0,65.0,75.0,3,stable,none,50,46,4,82.0,0,0.03,3.54,5.0,3.13,0.734,0.72,0.559,13.7,1.56,1.48,,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.123,financial,0,No Risk,none
S00407,9.07,0,0,SMEC-MECH,98.5,Management Quota,General,Andhra Pradesh,State Board,DayScholar,64.3,63.8,65.0,65.0,75.0,5,stable,none,50,43,7,70.0,0,0.36,3.7,,4.25,0.902,0.767,0.315,9.94,0.19,1.52,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,No,0.1837,financial,1,Backlog / Academic-Probation Risk,financial
S00408,6.01,2,16,SBST-BIOTECH,59.4,Management Quota,General,Kerala,ICSE,DayScholar,80.2,70.9,65.0,65.0,75.0,0,stable,none,50,35,15,86.0,0,-0.79,3.48,1.24,3.25,0.412,0.434,0.635,14.56,-0.01,5.04,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0735,diagnostic,0,No Risk,none
S00409,6.87,6,9,SCE-CIVIL,60.4,Management Quota,General,Other,CBSE,Hosteller,82.4,79.6,65.0,65.0,75.0,2,stable,none,50,35,15,88.0,0,-0.05,3.05,3.18,5.0,0.43,0.43,0.517,7.86,-0.66,0.15,2.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,No,0.0783,academic,0,No Risk,none
S00410,7.1,2,1,SCE-CIVIL,64.3,Management Quota,EWS,Andhra Pradesh,ICSE,Hosteller,91.1,71.9,65.0,65.0,75.0,1,stable,none,50,9,41,98.0,0,0.12,4.58,3.39,1.9,0.387,0.591,0.621,9.62,-1.35,1.19,1.0,Fully Paid,Merit-Based,No Loan,2.5-8 LPA,No,0.1729,behavioural,0,No Risk,none
S00411,7.83,0,0,SMEC-MECH,80.7,Government Quota,General,Andhra Pradesh,CBSE,Hosteller,33.3,23.2,65.0,65.0,75.0,4,stable,none,50,39,11,48.0,1,0.21,4.18,4.95,4.18,0.864,0.973,0.172,13.07,-0.21,4.98,5.0,Fee Due >30 Days,No Scholarship,No Loan,2.5-8 LPA,Yes,0.2535,attendance,2,Attendance-Debarment Risk,academic
S00412,6.96,1,9,SBST-BIOTECH,70.4,Government Quota,EWS,Andhra Pradesh,State Board,DayScholar,84.6,76.5,65.0,65.0,75.0,1,stable,none,50,25,25,92.0,0,-1.0,1.3,3.85,3.32,0.802,0.69,0.463,7.87,-0.3,4.69,,On Installment (On-Time),Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00413,8.1,0,0,SCE-CIVIL,79.6,Management Quota,EWS,Bihar,CBSE,Hosteller,100.0,89.2,65.0,65.0,75.0,1,stable,none,50,28,22,100.0,0,-0.05,2.69,5.0,3.29,1.0,0.946,0.879,5.12,-0.39,1.93,1.0,Fully Paid,No Scholarship,No Loan,>8 LPA,Yes,0.0,behavioural,0,No Risk,none
